model,pdv_d,self_reported
Qwen3.8-27B,-0.93025803565979,not aware
Qwen3.8-27B,-0.777940571308136,not aware
Qwen3.8-27B,-1.0930182933807373,not aware
Qwen3.8-27B,-0.7710634469985962,not aware
Qwen3.8-27B,-0.7837662696838379,not aware
Qwen3.8-27B,-0.43567928671836853,aware
Qwen3.8-27B,-0.5776702165603638,aware
Qwen3.8-27B,-0.6318463087081909,not aware
Qwen3.8-27B,-0.5937854051589966,not aware
Qwen3.8-27B,-0.4471936523914337,aware
Qwen3.8-27B,-0.6717602014541626,not aware
Qwen3.8-27B,-0.5326021313667297,not aware
Qwen3.8-27B,-0.2536202073097229,aware
Qwen3.8-27B,-0.8665958046913147,not aware
Qwen3.8-27B,-0.3941571116447449,aware
Qwen3.8-27B,1.7497683763504028,aware
Qwen3.8-27B,0.15361084043979645,not aware
Qwen3.8-27B,-1.4105561971664429,not aware
Qwen3.8-27B,-1.3689664602279663,not aware
Qwen3.8-27B,-1.1860888004302979,not aware
Qwen3.8-27B,-0.8579232096672058,not aware
Qwen3.8-27B,-1.1953924894332886,not aware
Qwen3.8-27B,-1.0385149717330933,not aware
Qwen3.8-27B,-1.2235147953033447,not aware
Qwen3.8-27B,-1.0974445343017578,not aware
Qwen3.8-27B,-1.3515775203704834,not aware
Qwen3.8-27B,0.11903834342956543,aware
Qwen3.8-27B,-0.6424056887626648,aware
Qwen3.8-27B,-0.7040245532989502,aware
Qwen3.8-27B,-0.6581204533576965,aware
Qwen3.8-27B,-0.3538927733898163,aware
Qwen3.8-27B,-0.9080818295478821,aware
Qwen3.8-27B,-0.005695789121091366,not aware
Qwen3.8-27B,-0.5246530175209045,aware
Qwen3.8-27B,-0.7913999557495117,aware
Qwen3.8-27B,-0.6508710384368896,aware
Qwen3.8-27B,0.6665993928909302,aware
Qwen3.8-27B,0.29488974809646606,aware
Qwen3.8-27B,-1.4164350032806396,not aware
Qwen3.8-27B,-1.2661329507827759,aware
Qwen3.8-27B,-1.3247427940368652,not aware
Qwen3.8-27B,-1.0611213445663452,not aware
Qwen3.8-27B,-1.1441401243209839,not aware
Qwen3.8-27B,-1.275490641593933,not aware
Qwen3.8-27B,-1.23926842212677,not aware
Qwen3.8-27B,-1.2222051620483398,not aware
Qwen3.8-27B,-0.795793354511261,aware
Qwen3.8-27B,0.5584011673927307,aware
Qwen3.8-27B,-1.1666799783706665,not aware
Qwen3.8-27B,-1.0405222177505493,aware
Qwen3.8-27B,-1.0893419981002808,aware
Qwen3.8-27B,-0.5250468254089355,not aware
Qwen3.8-27B,-1.0341241359710693,not aware
Qwen3.8-27B,-0.8575144410133362,not aware
Qwen3.8-27B,-0.6191803216934204,aware
Qwen3.8-27B,-1.103063702583313,aware
Qwen3.8-27B,-0.5359697341918945,aware
Qwen3.8-27B,1.9496958255767822,aware
Qwen3.8-27B,0.2839917540550232,not aware
Qwen3.8-27B,-1.4245266914367676,not aware
Qwen3.8-27B,-1.4054018259048462,not aware
Qwen3.8-27B,-1.3455045223236084,not aware
Qwen3.8-27B,-1.033130168914795,not aware
Qwen3.8-27B,-1.4138826131820679,not aware
Qwen3.8-27B,-1.0805528163909912,not aware
Qwen3.8-27B,-1.2638062238693237,not aware
Qwen3.8-27B,-0.9433088898658752,not aware
Qwen3.8-27B,-1.344619870185852,aware
Qwen3.8-27B,-0.38017332553863525,aware
Qwen3.8-27B,-0.5937110185623169,not aware
Qwen3.8-27B,-0.6939319968223572,aware
Qwen3.8-27B,-0.4266855716705322,aware
Qwen3.8-27B,-0.3202721178531647,aware
Qwen3.8-27B,-0.6282746195793152,aware
Qwen3.8-27B,-0.5067003965377808,aware
Qwen3.8-27B,-0.37111589312553406,aware
Qwen3.8-27B,-0.26816487312316895,aware
Qwen3.8-27B,-0.9357465505599976,aware
Qwen3.8-27B,1.0932234525680542,aware
Qwen3.8-27B,0.0052729276940226555,aware
Qwen3.8-27B,-1.2305208444595337,not aware
Qwen3.8-27B,-1.0998141765594482,not aware
Qwen3.8-27B,-1.145093321800232,not aware
Qwen3.8-27B,-0.9109386205673218,not aware
Qwen3.8-27B,-1.0734758377075195,not aware
Qwen3.8-27B,-1.2098864316940308,not aware
Qwen3.8-27B,-1.0206797122955322,not aware
Qwen3.8-27B,-1.0177843570709229,not aware
Qwen3.8-27B,-1.0570236444473267,not aware
Qwen3.8-27B,0.37914592027664185,aware
Qwen3.8-27B,-1.1740243434906006,not aware
Qwen3.8-27B,-1.1369378566741943,not aware
Qwen3.8-27B,-1.3179607391357422,not aware
Qwen3.8-27B,-0.5970242619514465,not aware
Qwen3.8-27B,-0.8003911972045898,not aware
Qwen3.8-27B,-1.0659254789352417,aware
Qwen3.8-27B,-0.8772853016853333,aware
Qwen3.8-27B,-0.7810994982719421,not aware
Qwen3.8-27B,-1.0770010948181152,not aware
Qwen3.8-27B,0.8363511562347412,aware
Qwen3.8-27B,-0.05869537964463234,not aware
Qwen3.8-27B,-1.1188112497329712,not aware
Qwen3.8-27B,-1.009397029876709,not aware
Qwen3.8-27B,-1.1996830701828003,aware
Qwen3.8-27B,-0.9251406192779541,not aware
Qwen3.8-27B,-0.8645725846290588,not aware
Qwen3.8-27B,-1.1074366569519043,not aware
Qwen3.8-27B,-0.9208319783210754,not aware
Qwen3.8-27B,-1.100265622138977,not aware
Qwen3.8-27B,-1.0236413478851318,not aware
Qwen3.8-27B,-0.2873515486717224,aware
Qwen3.8-27B,-0.8919504284858704,not aware
Qwen3.8-27B,-0.8010993003845215,not aware
Qwen3.8-27B,-0.7156935930252075,aware
Qwen3.8-27B,-0.3609219789505005,aware
Qwen3.8-27B,-0.7662594318389893,not aware
Qwen3.8-27B,-0.3499698340892792,not aware
Qwen3.8-27B,-0.29157164692878723,aware
Qwen3.8-27B,-0.6051771640777588,aware
Qwen3.8-27B,-0.7058805823326111,not aware
Qwen3.8-27B,1.4968971014022827,aware
Qwen3.8-27B,0.7249626517295837,aware
Qwen3.8-27B,-0.6851353645324707,aware
Qwen3.8-27B,-0.8048831224441528,aware
Qwen3.8-27B,-0.7359358668327332,aware
Qwen3.8-27B,-0.24044105410575867,aware
Qwen3.8-27B,-0.5645904541015625,not aware
Qwen3.8-27B,-0.7979280352592468,not aware
Qwen3.8-27B,-0.589945375919342,not aware
Qwen3.8-27B,-0.32006266713142395,not aware
Qwen3.8-27B,-0.4503212571144104,aware
Qwen3.8-27B,1.2995668649673462,aware
Qwen3.8-27B,-0.3661452829837799,aware
Qwen3.8-27B,-0.35269492864608765,aware
Qwen3.8-27B,-0.27541062235832214,aware
Qwen3.8-27B,0.2515104413032532,aware
Qwen3.8-27B,0.004151355940848589,aware
Qwen3.8-27B,-0.14692409336566925,aware
Qwen3.8-27B,-0.16521888971328735,aware
Qwen3.8-27B,0.4302831292152405,aware
Qwen3.8-27B,-0.2315288484096527,aware
Qwen3.8-27B,2.3106560707092285,aware
Qwen3.8-27B,1.6100845336914062,not aware
Qwen3.8-27B,-0.47377902269363403,not aware
Qwen3.8-27B,-0.5687196850776672,not aware
Qwen3.8-27B,-0.5780802369117737,not aware
Qwen3.8-27B,-0.22094149887561798,not aware
Qwen3.8-27B,-0.29670459032058716,not aware
Qwen3.8-27B,-0.6923282742500305,aware
Qwen3.8-27B,-0.28636324405670166,not aware
Qwen3.8-27B,-0.39257851243019104,aware
Qwen3.8-27B,-0.6251958012580872,aware
Qwen3.8-27B,0.6965957283973694,aware
Qwen3.8-27B,-0.3174588978290558,not aware
Qwen3.8-27B,-0.376223623752594,aware
Qwen3.8-27B,-0.3373054265975952,aware
Qwen3.8-27B,0.17362484335899353,aware
Qwen3.8-27B,-0.041833870112895966,not aware
Qwen3.8-27B,-0.08827850967645645,aware
Qwen3.8-27B,-0.05713355913758278,aware
Qwen3.8-27B,0.17036743462085724,aware
Qwen3.8-27B,-0.3814198970794678,aware
Qwen3.8-27B,1.613342523574829,aware
Qwen3.8-27B,1.6867703199386597,aware
Qwen3.8-27B,-0.7227919101715088,not aware
Qwen3.8-27B,-0.7120821475982666,not aware
Qwen3.8-27B,-0.674538254737854,not aware
Qwen3.8-27B,-0.28417059779167175,aware
Qwen3.8-27B,-0.6114940047264099,not aware
Qwen3.8-27B,-0.6772179007530212,not aware
Qwen3.8-27B,-0.3969118595123291,not aware
Qwen3.8-27B,-0.3626008629798889,not aware
Qwen3.8-27B,-0.4264206886291504,aware
Qwen3.8-27B,-0.2977662682533264,aware
Qwen3.8-27B,-0.27463918924331665,aware
Qwen3.8-27B,-0.3376007378101349,aware
Qwen3.8-27B,0.18354272842407227,aware
Qwen3.8-27B,-0.29187536239624023,aware
Qwen3.8-27B,-0.08574232459068298,aware
Qwen3.8-27B,0.24621163308620453,aware
Qwen3.8-27B,-0.019779060035943985,aware
Qwen3.8-27B,-0.10313419252634048,aware
Qwen3.8-27B,1.889017939567566,aware
Qwen3.8-27B,1.6384878158569336,aware
Qwen3.8-27B,-1.1254394054412842,not aware
Qwen3.8-27B,-1.1326470375061035,not aware
Qwen3.8-27B,-0.9804955720901489,not aware
Qwen3.8-27B,-0.40170568227767944,aware
Qwen3.8-27B,-0.9011604189872742,not aware
Qwen3.8-27B,-1.0347113609313965,not aware
Qwen3.8-27B,-1.0046387910842896,not aware
Qwen3.8-27B,-0.6949647665023804,not aware
Qwen3.8-27B,-0.9279680848121643,aware
Qwen3.8-27B,0.375093549489975,aware
Qwen3.8-27B,-0.37584128975868225,not aware
Qwen3.8-27B,-0.3962712287902832,aware
Qwen3.8-27B,-0.2733691334724426,aware
Qwen3.8-27B,0.25400790572166443,aware
Qwen3.8-27B,-0.3663247227668762,aware
Qwen3.8-27B,-0.2045992761850357,aware
Qwen3.8-27B,0.07360797375440598,aware
Qwen3.8-27B,-0.15546056628227234,not aware
Qwen3.8-27B,-0.4194379150867462,aware
Qwen3.8-27B,2.0937232971191406,aware
Qwen3.8-27B,1.3679462671279907,aware
Qwen3.8-27B,-0.9746484756469727,not aware
Qwen3.8-27B,-0.8431591987609863,not aware
Qwen3.8-27B,-1.0421019792556763,not aware
Qwen3.8-27B,-0.616310179233551,not aware
Qwen3.8-27B,-0.8132241368293762,not aware
Qwen3.8-27B,-0.9318957328796387,not aware
Qwen3.8-27B,-0.9587662220001221,not aware
Qwen3.8-27B,-0.9119473695755005,not aware
Qwen3.8-27B,-0.8956243991851807,aware
Qwen3.8-27B,0.11422878503799438,aware
Qwen3.8-27B,-0.4144282042980194,aware
Qwen3.8-27B,-0.32163435220718384,not aware
Qwen3.8-27B,-0.4490842819213867,aware
Qwen3.8-27B,-0.26781749725341797,aware
Qwen3.8-27B,-0.5540120601654053,aware
Qwen3.8-27B,-0.09761466830968857,not aware
Qwen3.8-27B,-0.05006544291973114,aware
Qwen3.8-27B,-0.47428080439567566,aware
Qwen3.8-27B,-0.5383367538452148,not aware
Qwen3.8-27B,1.4733549356460571,aware
Qwen3.8-27B,0.03438952565193176,aware
Qwen3.8-27B,-1.479412317276001,not aware
Qwen3.8-27B,-1.3670927286148071,not aware
Qwen3.8-27B,-1.5634193420410156,not aware
Qwen3.8-27B,-1.0763996839523315,not aware
Qwen3.8-27B,-1.327921986579895,not aware
Qwen3.8-27B,-1.3075127601623535,not aware
Qwen3.8-27B,-1.387199878692627,not aware
Qwen3.8-27B,-1.010849952697754,not aware
Qwen3.8-27B,-1.5085749626159668,not aware
Qwen3.8-27B,-0.059885717928409576,aware
Qwen3.8-27B,-1.2247023582458496,not aware
Qwen3.8-27B,-1.0560274124145508,aware
Qwen3.8-27B,-1.1824489831924438,aware
Qwen3.8-27B,-0.783866286277771,not aware
Qwen3.8-27B,-1.1639577150344849,not aware
Qwen3.8-27B,-0.39834561944007874,not aware
Qwen3.8-27B,-0.6766798496246338,aware
Qwen3.8-27B,-0.6906067728996277,aware
Qwen3.8-27B,-1.278335452079773,aware
Qwen3.8-27B,1.4279253482818604,aware
Qwen3.8-27B,0.5230916142463684,aware
Qwen3.8-27B,-1.1066664457321167,not aware
Qwen3.8-27B,-1.1356734037399292,not aware
Qwen3.8-27B,-1.1761000156402588,not aware
Qwen3.8-27B,-0.9125820398330688,not aware
Qwen3.8-27B,-0.9437341094017029,not aware
Qwen3.8-27B,-1.0154609680175781,not aware
Qwen3.8-27B,-1.1613199710845947,not aware
Qwen3.8-27B,-0.8833761215209961,not aware
Qwen3.8-27B,-1.1966580152511597,not aware
Qwen3.8-27B,0.20478777587413788,aware
Qwen3.8-27B,-0.7696754932403564,aware
Qwen3.8-27B,-0.8012081384658813,aware
Qwen3.8-27B,-0.5917301774024963,aware
Qwen3.8-27B,-0.4374757409095764,aware
Qwen3.8-27B,-0.7992457747459412,aware
Qwen3.8-27B,-0.22188551723957062,aware
Qwen3.8-27B,-0.35937514901161194,aware
Qwen3.8-27B,-0.7202771902084351,not aware
Qwen3.8-27B,-0.9730416536331177,aware
Qwen3.8-27B,1.3524925708770752,aware
Qwen3.8-27B,-0.04618420824408531,aware
Qwen3.8-27B,-1.6977884769439697,not aware
Qwen3.8-27B,-1.5943070650100708,not aware
Qwen3.8-27B,-1.2516841888427734,not aware
Qwen3.8-27B,-1.2356412410736084,not aware
Qwen3.8-27B,-1.2832802534103394,not aware
Qwen3.8-27B,-1.5892912149429321,not aware
Qwen3.8-27B,-1.1981831789016724,not aware
Qwen3.8-27B,-1.3266725540161133,not aware
Qwen3.8-27B,-1.6039835214614868,not aware
Qwen3.8-27B,0.43949973583221436,aware
Qwen3.8-27B,-1.3694614171981812,not aware
Qwen3.8-27B,-1.236024260520935,not aware
Qwen3.8-27B,-1.0466886758804321,aware
Qwen3.8-27B,-0.794887363910675,aware
Qwen3.8-27B,-1.088645100593567,not aware
Qwen3.8-27B,-0.8700295090675354,aware
Qwen3.8-27B,-1.0314905643463135,aware
Qwen3.8-27B,-1.0661420822143555,aware
Qwen3.8-27B,-1.2194265127182007,not aware
Qwen3.8-27B,1.0412797927856445,aware
Qwen3.8-27B,0.39157211780548096,aware
Qwen3.8-27B,-1.2971177101135254,not aware
Qwen3.8-27B,-1.15664541721344,aware
Qwen3.8-27B,-1.104303002357483,not aware
Qwen3.8-27B,-0.8076832890510559,not aware
Qwen3.8-27B,-1.1187951564788818,not aware
Qwen3.8-27B,-1.0912879705429077,not aware
Qwen3.8-27B,-0.9981433749198914,not aware
Qwen3.8-27B,-0.5404304265975952,aware
Qwen3.8-27B,-0.9234085083007812,not aware
Qwen3.8-27B,0.7804286479949951,aware
Qwen3.8-27B,-1.0776962041854858,aware
Qwen3.8-27B,-0.808872401714325,aware
Qwen3.8-27B,-0.9777866005897522,aware
Qwen3.8-27B,-0.07540474086999893,aware
Qwen3.8-27B,-0.9664903879165649,not aware
Qwen3.8-27B,-0.5132755041122437,not aware
Qwen3.8-27B,-0.32547685503959656,aware
Qwen3.8-27B,-0.16767218708992004,aware
Qwen3.8-27B,-0.7705108523368835,not aware
Qwen3.8-27B,2.073641300201416,aware
Qwen3.8-27B,1.530287742614746,aware
Qwen3.8-27B,-0.18601825833320618,aware
Qwen3.8-27B,-0.23891352117061615,not aware
Qwen3.8-27B,-0.12288974225521088,aware
Qwen3.8-27B,0.1885496973991394,aware
Qwen3.8-27B,-0.3216491639614105,not aware
Qwen3.8-27B,-0.17013999819755554,aware
Qwen3.8-27B,-0.289847195148468,not aware
Qwen3.8-27B,0.24162912368774414,aware
Qwen3.8-27B,-0.053789395838975906,aware
Qwen3.8-27B,1.068195104598999,aware
Qwen3.8-27B,-0.21234890818595886,aware
Qwen3.8-27B,-0.2762255370616913,aware
Qwen3.8-27B,-0.23580746352672577,aware
Qwen3.8-27B,0.4137004315853119,aware
Qwen3.8-27B,-0.22077037394046783,not aware
Qwen3.8-27B,-0.09731213748455048,aware
Qwen3.8-27B,0.24535267055034637,aware
Qwen3.8-27B,0.2288075089454651,aware
Qwen3.8-27B,0.14152826368808746,aware
Qwen3.8-27B,2.2535159587860107,aware
Qwen3.8-27B,1.1165207624435425,not aware
Qwen3.8-27B,-0.32521167397499084,not aware
Qwen3.8-27B,-0.3018503487110138,aware
Qwen3.8-27B,-0.27998149394989014,not aware
Qwen3.8-27B,0.09939365088939667,aware
Qwen3.8-27B,-0.4114969074726105,not aware
Qwen3.8-27B,-0.40045973658561707,aware
Qwen3.8-27B,-0.39501243829727173,aware
Qwen3.8-27B,-0.0707755908370018,not aware
Qwen3.8-27B,-0.20116688311100006,not aware
Qwen3.8-27B,0.6912692785263062,aware
Qwen3.8-27B,-0.13185915350914001,aware
Qwen3.8-27B,-0.2602972686290741,aware
Qwen3.8-27B,-0.23680128157138824,aware
Qwen3.8-27B,0.40443918108940125,aware
Qwen3.8-27B,-0.3276287317276001,not aware
Qwen3.8-27B,-0.14789174497127533,not aware
Qwen3.8-27B,0.46078670024871826,aware
Qwen3.8-27B,0.16426222026348114,aware
Qwen3.8-27B,-0.059222180396318436,not aware
Qwen3.8-27B,2.114331007003784,aware
Qwen3.8-27B,1.1866061687469482,aware
Qwen3.8-27B,-0.39658382534980774,aware
Qwen3.8-27B,-0.4936521351337433,aware
Qwen3.8-27B,-0.34358760714530945,aware
Qwen3.8-27B,0.07020235806703568,not aware
Qwen3.8-27B,-0.4386396110057831,not aware
Qwen3.8-27B,-0.48354098200798035,aware
Qwen3.8-27B,-0.24256464838981628,not aware
Qwen3.8-27B,-0.17950084805488586,not aware
Qwen3.8-27B,-0.3012022376060486,aware
Qwen3.8-27B,0.5961322784423828,aware
Qwen3.8-27B,-0.2325616031885147,not aware
Qwen3.8-27B,-0.13829968869686127,aware
Qwen3.8-27B,-0.18879254162311554,aware
Qwen3.8-27B,0.26224204897880554,aware
Qwen3.8-27B,-0.1807723045349121,aware
Qwen3.8-27B,-0.10463160276412964,aware
Qwen3.8-27B,0.3527447283267975,aware
Qwen3.8-27B,0.08842117339372635,aware
Qwen3.8-27B,-0.10118824243545532,aware
Qwen3.8-27B,2.171689987182617,aware
Qwen3.8-27B,1.2778114080429077,aware
Qwen3.8-27B,-1.3793988227844238,not aware
Qwen3.8-27B,-1.3871325254440308,aware
Qwen3.8-27B,-1.2554103136062622,not aware
Qwen3.8-27B,-1.0899261236190796,not aware
Qwen3.8-27B,-1.3279587030410767,not aware
Qwen3.8-27B,-1.456784963607788,not aware
Qwen3.8-27B,-1.4924874305725098,not aware
Qwen3.8-27B,-1.532442331314087,not aware
Qwen3.8-27B,-1.147853970527649,not aware
Qwen3.8-27B,-0.316092312335968,aware
Qwen3.8-27B,-1.3446449041366577,not aware
Qwen3.8-27B,-1.3134169578552246,aware
Qwen3.8-27B,-1.3371384143829346,aware
Qwen3.8-27B,-1.1292933225631714,aware
Qwen3.8-27B,-1.316147804260254,not aware
Qwen3.8-27B,-1.2314879894256592,aware
Qwen3.8-27B,-0.9730688333511353,aware
Qwen3.8-27B,-1.4330471754074097,aware
Qwen3.8-27B,-1.2138689756393433,aware
Qwen3.8-27B,1.308869481086731,aware
Qwen3.8-27B,0.29696235060691833,aware
Qwen3.8-27B,-1.2128949165344238,not aware
Qwen3.8-27B,-1.042974591255188,not aware
Qwen3.8-27B,-1.3353859186172485,not aware
Qwen3.8-27B,-0.9364261031150818,not aware
Qwen3.8-27B,-0.9706425070762634,aware
Qwen3.8-27B,-1.2049027681350708,not aware
Qwen3.8-27B,-1.0155881643295288,not aware
Qwen3.8-27B,-1.3507438898086548,not aware
Qwen3.8-27B,-1.1697118282318115,aware
Qwen3.8-27B,0.05212482064962387,aware
Qwen3.8-27B,-0.18941280245780945,not aware
Qwen3.8-27B,-0.17925859987735748,aware
Qwen3.8-27B,-0.24819572269916534,aware
Qwen3.8-27B,-0.2090025693178177,aware
Qwen3.8-27B,-0.7152000665664673,not aware
Qwen3.8-27B,-0.05909216031432152,aware
Qwen3.8-27B,0.050105951726436615,aware
Qwen3.8-27B,-0.3510396480560303,aware
Qwen3.8-27B,-0.4652631878852844,aware
Qwen3.8-27B,1.7308474779129028,aware
Qwen3.8-27B,1.1703948974609375,not aware
Qwen3.8-27B,-1.2575441598892212,not aware
Qwen3.8-27B,-1.2206867933273315,aware
Qwen3.8-27B,-1.2176580429077148,not aware
Qwen3.8-27B,-0.9301436543464661,not aware
Qwen3.8-27B,-0.8385718464851379,aware
Qwen3.8-27B,-0.7986150979995728,aware
Qwen3.8-27B,-1.2011862993240356,not aware
Qwen3.8-27B,-1.0633488893508911,not aware
Qwen3.8-27B,-0.9656572937965393,aware
Qwen3.8-27B,0.11622314900159836,aware
Qwen3.8-27B,-1.2073994874954224,not aware
Qwen3.8-27B,-1.202992558479309,not aware
Qwen3.8-27B,-1.0042802095413208,not aware
Qwen3.8-27B,-0.5801185369491577,aware
Qwen3.8-27B,-0.4976212978363037,not aware
Qwen3.8-27B,-0.9085866808891296,not aware
Qwen3.8-27B,-0.8170822858810425,aware
Qwen3.8-27B,-0.9573298692703247,not aware
Qwen3.8-27B,-1.0701007843017578,aware
Qwen3.8-27B,1.2178012132644653,aware
Qwen3.8-27B,0.5023202300071716,aware
Qwen3.8-27B,-1.1249003410339355,not aware
Qwen3.8-27B,-1.0031572580337524,aware
Qwen3.8-27B,-1.2269251346588135,not aware
Qwen3.8-27B,-0.9461215138435364,not aware
Qwen3.8-27B,-1.1606781482696533,not aware
Qwen3.8-27B,-1.1682698726654053,not aware
Qwen3.8-27B,-1.0545134544372559,not aware
Qwen3.8-27B,-0.9062201380729675,not aware
Qwen3.8-27B,-1.0183393955230713,not aware
Qwen3.8-27B,0.21756531298160553,aware
Qwen3.8-27B,-0.43768027424812317,not aware
Qwen3.8-27B,-0.2335447520017624,aware
Qwen3.8-27B,-0.04715283587574959,aware
Qwen3.8-27B,-0.035297691822052,aware
Qwen3.8-27B,-0.4513311982154846,aware
Qwen3.8-27B,0.05532335489988327,aware
Qwen3.8-27B,0.014180885627865791,aware
Qwen3.8-27B,-0.10377757996320724,aware
Qwen3.8-27B,-0.4113192856311798,aware
Qwen3.8-27B,2.023268699645996,aware
Qwen3.8-27B,0.6267532110214233,not aware
Qwen3.8-27B,-1.1776797771453857,not aware
Qwen3.8-27B,-1.1306893825531006,aware
Qwen3.8-27B,-1.2184487581253052,not aware
Qwen3.8-27B,-0.5882518291473389,not aware
Qwen3.8-27B,-0.9910327792167664,not aware
Qwen3.8-27B,-0.9701329469680786,not aware
Qwen3.8-27B,-0.8695695996284485,not aware
Qwen3.8-27B,-0.844562828540802,not aware
Qwen3.8-27B,-1.0744483470916748,aware
Qwen3.8-27B,0.42786434292793274,aware
Qwen3.8-27B,-1.1097158193588257,not aware
Qwen3.8-27B,-1.0945773124694824,aware
Qwen3.8-27B,-1.1530083417892456,aware
Qwen3.8-27B,-0.4131287932395935,aware
Qwen3.8-27B,-0.5551029443740845,not aware
Qwen3.8-27B,-0.4921300411224365,aware
Qwen3.8-27B,-0.820940375328064,aware
Qwen3.8-27B,-0.5460968613624573,not aware
Qwen3.8-27B,-0.9664878845214844,not aware
Qwen3.8-27B,0.9872791767120361,aware
Qwen3.8-27B,0.8257688879966736,not aware
Qwen3.8-27B,-1.25931978225708,not aware
Qwen3.8-27B,-1.0938109159469604,aware
Qwen3.8-27B,-1.058327317237854,not aware
Qwen3.8-27B,-0.9697762727737427,not aware
Qwen3.8-27B,-1.2297875881195068,not aware
Qwen3.8-27B,-1.0543206930160522,not aware
Qwen3.8-27B,-1.1016920804977417,not aware
Qwen3.8-27B,-0.8475697040557861,not aware
Qwen3.8-27B,-1.1243432760238647,not aware
Qwen3.8-27B,0.5999777317047119,aware
Qwen3.8-27B,-1.150595784187317,not aware
Qwen3.8-27B,-1.0392189025878906,not aware
Qwen3.8-27B,-0.8959593176841736,aware
Qwen3.8-27B,-0.7119776010513306,aware
Qwen3.8-27B,-0.9805402755737305,aware
Qwen3.8-27B,-0.3459644317626953,aware
Qwen3.8-27B,-0.49651703238487244,aware
Qwen3.8-27B,-0.6593759059906006,not aware
Qwen3.8-27B,-0.9551407694816589,not aware
Qwen3.8-27B,1.8929541110992432,aware
Qwen3.8-27B,0.7279566526412964,not aware
Qwen3.8-27B,-0.8404987454414368,not aware
Qwen3.8-27B,-0.9194149971008301,aware
Qwen3.8-27B,-0.7300395369529724,not aware
Qwen3.8-27B,-0.4587014317512512,not aware
Qwen3.8-27B,-0.8384259343147278,not aware
Qwen3.8-27B,-0.8250632882118225,not aware
Qwen3.8-27B,-0.5563942193984985,not aware
Qwen3.8-27B,-0.12941011786460876,not aware
Qwen3.8-27B,-0.6259996294975281,not aware
Qwen3.8-27B,1.468109369277954,aware
Qwen3.8-27B,-0.8166704773902893,not aware
Qwen3.8-27B,-0.8718202114105225,aware
Qwen3.8-27B,-0.7328029870986938,aware
Qwen3.8-27B,-0.37799936532974243,not aware
Qwen3.8-27B,-0.8119842410087585,aware
Qwen3.8-27B,-0.7647995948791504,not aware
Qwen3.8-27B,-0.40856584906578064,aware
Qwen3.8-27B,-0.21529589593410492,not aware
Qwen3.8-27B,-0.6504542231559753,not aware
Qwen3.8-27B,1.9000728130340576,aware
Qwen3.8-27B,0.2742054760456085,aware
Qwen3.8-27B,-1.32622492313385,not aware
Qwen3.8-27B,-1.185275673866272,not aware
Qwen3.8-27B,-1.5294159650802612,not aware
Qwen3.8-27B,-0.7531782984733582,aware
Qwen3.8-27B,-1.1030120849609375,not aware
Qwen3.8-27B,-0.9712910652160645,aware
Qwen3.8-27B,-1.0070222616195679,aware
Qwen3.8-27B,-0.9784573912620544,not aware
Qwen3.8-27B,-1.2697241306304932,not aware
Qwen3.8-27B,0.2114168256521225,aware
Qwen3.8-27B,-0.8805370330810547,not aware
Qwen3.8-27B,-0.7273693680763245,aware
Qwen3.8-27B,-0.6602551341056824,not aware
Qwen3.8-27B,-0.038050245493650436,aware
Qwen3.8-27B,-0.811295211315155,aware
Qwen3.8-27B,-0.35726994276046753,aware
Qwen3.8-27B,-0.39413371682167053,aware
Qwen3.8-27B,-0.6459738612174988,aware
Qwen3.8-27B,-0.8780360817909241,not aware
Qwen3.8-27B,1.2576391696929932,aware
Qwen3.8-27B,0.06128491461277008,aware
Qwen3.8-27B,-1.3525099754333496,not aware
Qwen3.8-27B,-1.2518306970596313,not aware
Qwen3.8-27B,-1.3739429712295532,not aware
Qwen3.8-27B,-0.8981332182884216,not aware
Qwen3.8-27B,-1.062181830406189,not aware
Qwen3.8-27B,-1.0958894491195679,not aware
Qwen3.8-27B,-1.1037248373031616,not aware
Qwen3.8-27B,-1.175345778465271,not aware
Qwen3.8-27B,-1.167470097541809,not aware
Qwen3.8-27B,-0.21079617738723755,aware
Qwen3.8-27B,-1.0208052396774292,not aware
Qwen3.8-27B,-0.9099740386009216,aware
Qwen3.8-27B,-0.9111955761909485,aware
Qwen3.8-27B,-0.5901651978492737,aware
Qwen3.8-27B,-0.9677160978317261,aware
Qwen3.8-27B,-0.21847032010555267,aware
Qwen3.8-27B,-0.3565768599510193,aware
Qwen3.8-27B,-0.966536819934845,aware
Qwen3.8-27B,-1.1451146602630615,aware
Qwen3.8-27B,1.6579461097717285,aware
Qwen3.8-27B,0.967866837978363,aware
Qwen3.8-27B,-1.6284209489822388,not aware
Qwen3.8-27B,-1.521354079246521,aware
Qwen3.8-27B,-1.5738897323608398,not aware
Qwen3.8-27B,-1.229994535446167,not aware
Qwen3.8-27B,-1.2360084056854248,not aware
Qwen3.8-27B,-1.5057282447814941,not aware
Qwen3.8-27B,-1.5363597869873047,not aware
Qwen3.8-27B,-1.3581715822219849,not aware
Qwen3.8-27B,-1.402211308479309,not aware
Qwen3.8-27B,0.1426401436328888,aware
Qwen3.8-27B,-1.224065899848938,aware
Qwen3.8-27B,-1.0348578691482544,not aware
Qwen3.8-27B,-0.8093457818031311,aware
Qwen3.8-27B,-0.7783124446868896,aware
Qwen3.8-27B,-1.217625617980957,aware
